exponent,min_runtime_new,min_runtime_old
8743,0.00015179099864326417,0.0049815300008049235
8744,0.00013845099601894617,0.005011708999518305
8745,0.0001501099904999137,0.004982889004168101
8746,0.00013852000120095909,0.004994748989702202
8747,0.00015122999320738018,0.004949780006427318
8748,0.00015002999862190336,0.004962000006344169
8749,0.0001512000017100945,0.004946219007251784
8750,0.00014042000111658126,0.005019399992306717
8751,0.00018030000501312315,0.005197310005314648
8752,0.00013840000610798597,0.005023060002713464
8753,0.00013790999946650118,0.004916299993055873
8754,0.0001398110034642741,0.00505077900015749
8755,0.00014052999904379249,0.004988789994968101
8756,0.00013636999938171357,0.004973989998688921
8757,0.0001508799905423075,0.005556090007303283
8758,0.00013653999485541135,0.005032859990024008
8759,0.00014184000610839576,0.005562149002798833
8760,0.00014068999735172838,0.005296188988722861
8761,0.00013780000153928995,0.005304869991960004
8762,0.000242390000494197,0.008316790001117624
8763,0.00024476999533362687,0.007142250004108064
8764,0.00024600999313406646,0.008633929988718592
8765,0.00024943999596871436,0.005472149990964681
8766,0.0002432000037515536,0.005499220002093352
8767,0.0002425090060569346,0.0057109199988190085
8768,0.00023154998780228198,0.007525448992964812
8769,0.0001841100020101294,0.00603995900019072
8770,0.000136139991809614,0.005790459996205755
8771,0.00015138999151531607,0.0055998489988269284
8772,0.00015500000154133886,0.006381619998137467
8773,0.00024331000167876482,0.00840716899256222
8774,0.000242260008235462,0.005495909004821442
8775,0.00013649999164044857,0.005469519004691392
8776,0.00023640999279450625,0.00629141899116803
8777,0.0001515299954917282,0.006026649993145838
8778,0.00022721999266650528,0.006150968998554163
8779,0.00014007999561727047,0.006725918996380642
8780,0.00013620899699162692,0.005853809998370707
8781,0.00022102998627815396,0.006418049000785686
8782,0.00016255999798886478,0.005943330004811287
8783,0.00014782100333832204,0.005640049988869578
8784,0.00014458999794442207,0.005450498996651731
8785,0.0001425600057700649,0.006585940005606972
8786,0.0001780599995981902,0.006733740010531619
8787,0.00023524000425823033,0.0058903890021611005
8788,0.0001388200034853071,0.005273939998005517
8789,0.0001390999968862161,0.005680429996573366
8790,0.0002640410093590617,0.0057286899973405525
8791,0.00015766000433359295,0.005523929008631967
8792,0.00024360099632758647,0.00762186900828965
8793,0.00021182000637054443,0.006272608996368945
8794,0.00014118901162873954,0.006370319999405183
8795,0.00024524999025743455,0.006948278998606838
8796,0.00019628000154625624,0.005420050001703203
8797,0.00015934000839479268,0.006681430008029565
8798,0.00014037999790161848,0.006438030002755113
8799,0.00014153000665828586,0.006481358999735676
8800,0.00018833999638445675,0.005412989004980773
8801,0.0001439199986634776,0.006270600002608262
8802,0.00022632000036537647,0.005743079003877938
8803,0.00024415900406893343,0.004918909995467402
8804,0.00020551998750306666,0.0072574590012663975
8805,0.00015690000145696104,0.006149909007945098
8806,0.00013888000103179365,0.005013588990550488
8807,0.00015379099932033569,0.006228640006156638
8808,0.00022899999748915434,0.005660629001795314
8809,0.0001661200076341629,0.005923708988120779
8810,0.00013939999917056412,0.00492577999830246
8811,0.00014949998876545578,0.006797759997425601
8812,0.0002265799994347617,0.006685269996523857
8813,0.00014505900617223233,0.00616256998910103
8814,0.00023443999816663563,0.005295879003824666
8815,0.00014152000949252397,0.005251009002677165
8816,0.00013768000644631684,0.006124670006101951
8817,0.0001412599958712235,0.0049748599994927645
8818,0.0001405709917889908,0.0066361799981677905
8819,0.00022915999579709023,0.0069213899987516925
8820,0.00014037999790161848,0.005303858997649513
8821,0.00016219000099226832,0.005022199999075383
8822,0.000251409990596585,0.005112439001095481
8823,0.00015018999692983925,0.005014619993744418
8824,0.00013921999197918922,0.004971729998942465
8825,0.0001398290041834116,0.004968830005964264
8826,0.0001533799950266257,0.0050276200054213405
8827,0.00014539000403601676,0.004996509989723563
8828,0.00014250000822357833,0.005045190002419986
8829,0.00014119999832473695,0.004934949000016786
8830,0.00018307000573258847,0.005091169994557276
8831,0.00014275999274104834,0.005426000003353693
8832,0.0001334000116912648,0.0050978299987036735
8833,0.00013591999595519155,0.005063520002295263
8834,0.00014007100253365934,0.0050459699996281415
8835,0.0001563099940540269,0.004996679010218941
8836,0.00018193999130744487,0.005072060012025759
8837,0.00017348000255879015,0.005365668999729678
8838,0.00017765999655239284,0.006714540009852499
8839,0.00024298000789713115,0.0071027789963409305
8840,0.00019443999917712063,0.006095468997955322
8841,0.00019279999833088368,0.006346110007143579
8842,0.00016553999739699066,0.005834149007569067
8843,0.00018427000031806529,0.005139879998750985
8844,0.0001675200037425384,0.006769890009309165
8845,0.00017423000826966017,0.005097209010273218
8846,0.00013888999819755554,0.006139108998468146
8847,0.00021350001043174416,0.006225238990737125
8848,0.00014058999659027904,0.006478809998952784
8849,0.00016929001139942557,0.006648558992310427
8850,0.00023273000260815024,0.006745320002664812
8851,0.00022084999363869429,0.0062778490100754425
8852,0.00013742998999077827,0.005495439996593632
8853,0.00014209999062586576,0.005268020002404228
8854,0.0001756999990902841,0.006233610009076074
8855,0.00014263000048231333,0.006820870010415092
8856,0.00018590000399854034,0.006456618997617625
8857,0.0001560300006531179,0.006813399988459423
8858,0.0002569399948697537,0.0065770700020948425
8859,0.00026243999309372157,0.006029080002917908
8860,0.00014071998884901404,0.006626299989875406
8861,0.0002256800071336329,0.005329419000190683
8862,0.00014211000234354287,0.005178940002224408
8863,0.0002502900024410337,0.00516050000442192
8864,0.00017428000865038484,0.0050671700009843335
8865,0.00014227999781724066,0.0051801290101138875
8866,0.00014259999443311244,0.005138059001183137
8867,0.00014817999908700585,0.00503939000191167
8868,0.00014310999540612102,0.005182509994483553
8869,0.00014168101188261062,0.005140339999343269
8870,0.0001545489940326661,0.005036820002715103
8871,0.0001704599999357015,0.005062830008682795
8872,0.00014019999071024358,0.005130329998792149
8873,0.00017579000268597156,0.0050997399957850575
8874,0.00014284899225458503,0.005067329999292269
8875,0.00014640000881627202,0.0050532500026747584
8876,0.00013822999608237296,0.005202240005019121
8877,0.00015516999701503664,0.006316408995189704
8878,0.00014320999616757035,0.006509988990728743
8879,0.00015671999426558614,0.005111880003823899
8880,0.000142359989695251,0.006961439998121932
8881,0.0001484300009906292,0.0062028200045460835
8882,0.00015128000814002007,0.005151049990672618
8883,0.00014193999231792986,0.005088129997602664
8884,0.00013954000314697623,0.005230169001151808
8885,0.0001390799880027771,0.005077939000329934
8886,0.0002485499862814322,0.006062040003598668
8887,0.0002603399916552007,0.007701009992160834
8888,0.00014393999299500138,0.00654750999819953
8889,0.00020369999401737005,0.005440630004159175
8890,0.00014483000268228352,0.007666778998100199
8891,0.0001440699998056516,0.006698849989334121
8892,0.00018214000738225877,0.006896149003296159
8893,0.00016616900393273681,0.006741109988070093
8894,0.0002368400018895045,0.008506709011271596
8895,0.00023688000510446727,0.00640075899718795
8896,0.00017081000260077417,0.005211950003285892
8897,0.0001414400030625984,0.006742829995346256
8898,0.000261820008745417,0.0055274799960898235
8899,0.00021454000670928508,0.008640138999908231
8900,0.00026156999228987843,0.008216218993766233
8901,0.0002569499920355156,0.005966589000308886
8902,0.0001460899948142469,0.006734459995641373
8903,0.0001555399940116331,0.007128479002858512
8904,0.00016912000137381256,0.005092338993563317
8905,0.00014165999891702086,0.005257429002085701
8906,0.0001637800014577806,0.005224488995736465
8907,0.00015104000340215862,0.005916209993301891
8908,0.00019384000916033983,0.00520867999875918
8909,0.00025957000616472214,0.005304349004290998
8910,0.00015187000099103898,0.0076064900058554485
8911,0.0002658199955476448,0.007715049010585062
8912,0.0001515500043751672,0.0074153989990008995
8913,0.00023756999871693552,0.005871860004845075
8914,0.00016999100625980645,0.007384028998785652
8915,0.00015074099064804614,0.0075463990069692954
8916,0.00019673000497277826,0.005768468996393494
8917,0.00026101899857167155,0.008135299998684786
8918,0.00019489899568725377,0.0081380389892729
8919,0.0002731499989749864,0.009106419995077886
8920,0.0002675700088730082,0.00903495000966359
8921,0.0002692099951673299,0.007910700005595572
8922,0.0002695010043680668,0.009027719002915546
8923,0.00027150999812874943,0.009084509001695551
8924,0.0002685210056370124,0.009051588989677839
8925,0.00027102000603917986,0.00903039998956956
8926,0.0002687399974092841,0.009067539998795837
8927,0.0002732599969021976,0.00816191999183502
8928,0.0001441289932699874,0.00903324999671895
8929,0.0002646999928401783,0.009091168991290033
8930,0.0002703399950405583,0.0062828590016579255
8931,0.00027120899176225066,0.009043719997862354
8932,0.0002703509962884709,0.009081390002393164
8933,0.00027237999893259257,0.00659620898659341
8934,0.000271569995675236,0.009046788996784016
8935,0.0002735500020207837,0.009078739007236436
8936,0.00026990998594556004,0.009056839000550099
8937,0.00027176999719813466,0.0074654299969552085
8938,0.0002704799990169704,0.009073059001821093
8939,0.0002718799951253459,0.009050178996403702
8940,0.00026993000938091427,0.0058418699918547645
8941,0.00015875999815762043,0.006451879991800524
8942,0.00025576999178156257,0.008738158998312429
8943,0.0002386599953752011,0.007071070009260438
8944,0.000258079991908744,0.006658509999397211
8945,0.00025171101151499897,0.007216980011435226
8946,0.0002537200052756816,0.007370759005425498
8947,0.0002542300062486902,0.007090069993864745
8948,0.00020080999820493162,0.006109939000452869
8949,0.00018074900435749441,0.005878068986930884
8950,0.00019063999934587628,0.005682689996319823
8951,0.00021312999888323247,0.006726339997840114
8952,0.00021429000480566174,0.006928100003278814
8953,0.0001576999929966405,0.005858909004018642
8954,0.00014437000208999962,0.006339390005450696
8955,0.0001873500004876405,0.006903210000018589
8956,0.00023304999922402203,0.006088818990974687
8957,0.00021843999275006354,0.006672440009424463
8958,0.00016888900427147746,0.0064753999904496595
8959,0.0002453099878039211,0.006507778991363011
8960,0.00014210000517778099,0.006168500010971911
8961,0.00017776999447960407,0.007064969991915859
8962,0.00017786001262720674,0.005900219999602996
8963,0.0002648800000315532,0.008357838989468291
8964,0.00024113099789246917,0.008146239997586235
8965,0.0002470699982950464,0.006306399998720735
8966,0.00025119000929407775,0.00789751899719704
8967,0.00015762999828439206,0.005320569995092228
8968,0.00023420900106430054,0.006203539000125602
8969,0.00019972999871242791,0.0076951189985265955
8970,0.0002596300037112087,0.0069234889961080626
8971,0.00014745000225957483,0.0065028500102926046
8972,0.00014588999329134822,0.005404739989899099
8973,0.00019063999934587628,0.006291219004197046
8974,0.00014585000462830067,0.00665980001213029
8975,0.0002460490068187937,0.00624468999740202
8976,0.000156129986862652,0.007202780005172826
8977,0.00021552000544033945,0.006710140005452558
8978,0.00015382000128738582,0.006303758986177854
8979,0.00017579000268597156,0.005625839010463096
8980,0.00021947101049590856,0.00669672001095023
8981,0.00014505999570246786,0.00623856000311207
8982,0.0001454599987482652,0.007534318996476941
8983,0.00017159999697469175,0.008277309010736644
8984,0.0002673199924174696,0.007179788997746073
8985,0.00019329998758621514,0.0062972390005597845
8986,0.0002632910036481917,0.0057081389968516305
8987,0.00026447999698575586,0.006603119007195346
8988,0.00026174000231549144,0.009017129996209405
8989,0.0002678800083231181,0.008482209013891406
8990,0.0002583699970273301,0.00818365000304766
8991,0.0002696699957596138,0.006410360001609661
8992,0.00017464900156483054,0.006547508994117379
8993,0.0002714500005822629,0.008221279989811592
8994,0.0002580400032456964,0.008990800008177757
8995,0.00016531000437680632,0.007616749993758276
8996,0.0002737890026764944,0.005489650007802993
8997,0.0002756899921223521,0.007806329012964852
8998,0.00022738899860996753,0.005272109992802143
8999,0.00025584999821148813,0.006236529006855562
9000,0.00026744999922811985,0.006998550001299009
9001,0.00015266999253071845,0.006643169996095821
9002,0.0002674999996088445,0.007348978993832134
9003,0.00020196998957544565,0.0057355099997948855
9004,0.00016524999227840453,0.005301179000525735
9005,0.00015020999126136303,0.005154539001523517
9006,0.00015550000534858555,0.005134179009473883
9007,0.0001474290038459003,0.006105789987486787
9008,0.00014332999126054347,0.006300289009232074
9009,0.00026994000654667616,0.0063789599953452125
9010,0.00027470999339129776,0.00749948900192976
9011,0.00023718999000266194,0.005757128994446248
9012,0.0001583700068295002,0.00585348998720292
9013,0.000149329993291758,0.007080859009874985
9014,0.0001505899999756366,0.006681499013211578
9015,0.00024290999863296747,0.008531539991963655
9016,0.0002805199910653755,0.0060266199870966375
9017,0.0002543500013416633,0.0059245599986752495
9018,0.00015035999240353703,0.005981808993965387
9019,0.0001561599929118529,0.0053454000008059666
9020,0.00018068001372739673,0.005445739006972872
9021,0.0002039099927060306,0.005504628992639482
9022,0.00014883099356666207,0.005257390002952889
9023,0.00027550999948289245,0.006248689009225927
9024,0.0001451599964639172,0.005866299994522706
9025,0.00017251000099349767,0.005752239987486973
9026,0.0001552199973957613,0.00525977999495808
9027,0.00017301000480074435,0.0052067299984628335
9028,0.00026011900627054274,0.008497368995449506
9029,0.0001556599891046062,0.00548352999612689
9030,0.00021903999731875956,0.006045410002116114
9031,0.0001633200008654967,0.005304378995788284
9032,0.00015949000953696668,0.005310509994160384
9033,0.0001599100069142878,0.005705470000975765
9034,0.0002623699983814731,0.008906019997084513
9035,0.0002569799980847165,0.008355009005754255
9036,0.0002579199936008081,0.00548461900325492
9037,0.00022480000916402787,0.005305300001055002
9038,0.00018217098840977997,0.005578419004450552
9039,0.000149179992149584,0.006068700007745065
9040,0.00018541999452281743,0.007007509004324675
9041,0.00019157999486196786,0.007710289995884523
9042,0.00020376899919938296,0.006685758999083191
9043,0.00022502899810206145,0.005734339996706694
9044,0.00023961899569258094,0.006725619998178445
9045,0.0002051699993899092,0.006146198997157626
9046,0.00016114000754896551,0.007105090000550263
9047,0.00023489000159315765,0.007336769995163195
9048,0.0001780299935489893,0.007858509998186491
9049,0.00024465000024065375,0.006618368992349133
9050,0.0001612799969734624,0.006206588994245976
9051,0.0001580099924467504,0.00602034899930004
9052,0.0001616200024727732,0.007388669007923454
9053,0.000275869999313727,0.007438569009536877
9054,0.00022959000489208847,0.006004110007779673
9055,0.00014725000073667616,0.0063422099919989705
9056,0.00022731999342795461,0.008357179001905024
9057,0.0002466400037519634,0.006869908989756368
9058,0.0002471799962222576,0.00696197000797838
9059,0.0002723500074353069,0.008687259993166663
9060,0.0002547509939176962,0.007733628997812048
9061,0.0002598999999463558,0.007844409992685542
9062,0.00017764999938663095,0.006958839992876165
9063,0.00016599000082351267,0.008450319000985473
9064,0.00026509999588597566,0.005329780004103668
9065,0.00015026000619400293,0.005283280013827607
9066,0.0001696599938441068,0.006814939988544211
9067,0.00023499999952036887,0.006688470006338321
9068,0.00019738000992219895,0.006873829988762736
9069,0.00016811999375931919,0.007047178994980641
9070,0.00015792000340297818,0.007326970007852651
9071,0.00014819999341852963,0.006469618994742632
9072,0.00018505999469198287,0.005862448990228586
9073,0.00017253999249078333,0.006108539993874729
9074,0.000182400006451644,0.007040900003630668
9075,0.00016528999549336731,0.00671524899371434
9076,0.00017052001203410327,0.00696675899962429
9077,0.00017648900393396616,0.006646900001214817
9078,0.00027714099269360304,0.005691880010999739
9079,0.0002162409946322441,0.006088990005082451
9080,0.00016324999160133302,0.005354090011678636
9081,0.0001638000103412196,0.005377039997256361
9082,0.00016881999908946455,0.005357019996154122
9083,0.0001843999925768003,0.0053187199955573305
9084,0.00016892999701667577,0.005343720011296682
9085,0.00027037000108975917,0.008253409003373235
9086,0.00027640999178402126,0.006120040008681826
9087,0.00015635999443475157,0.00616598900523968
9088,0.00015897999401204288,0.006063510008971207
9089,0.0001701600122032687,0.0058884589961962774
9090,0.00014830999134574085,0.0058744699927046895
9091,0.00015456999244634062,0.0059789600054500625
9092,0.00025444000493735075,0.008965758999693207
9093,0.00024411999038420618,0.005994709994411096
9094,0.0002648700028657913,0.007860999001422897
9095,0.0002608599897939712,0.0092013400135329
9096,0.00025249998725485057,0.009190740005578846
9097,0.00025877999723888934,0.0073438289982732385
9098,0.00025209999876096845,0.008981909995782189
9099,0.00027671900170389563,0.007383019998087548
9100,0.0002618300059111789,0.008988799003418535
9101,0.0002593399985926226,0.0061991389957256615
9102,0.00016636999498587102,0.006102170009398833
9103,0.0002519510017009452,0.0059278890112182125
9104,0.00014349998673424125,0.006068428992875852
9105,0.00018678000196814537,0.005809939990285784
9106,0.0002765500103123486,0.006051399002899416
9107,0.00016296000103466213,0.006279459994402714
9108,0.0002063610008917749,0.00534435998997651
9109,0.00014905999705661088,0.0053959299984853715
9110,0.00018560000171419233,0.0053477699984796345
9111,0.00023269999655894935,0.0055476700072176754
9112,0.00017414998728781939,0.005452259007142857
9113,0.00018594099674373865,0.00534792899270542
9114,0.00016861999756656587,0.005379018999519758
9115,0.0002590099902590737,0.005502758998773061
9116,0.00014960899716243148,0.005500960003701039
9117,0.0001632999919820577,0.005661799004883505
9118,0.00017793998995330185,0.006074149991036393
9119,0.00029463000828400254,0.006089260001317598
9120,0.00027843999851029366,0.00798380900232587
9121,0.0001937100023496896,0.005568518987274729
9122,0.00017734999710228294,0.006511040002806112
9123,0.0002785700053209439,0.005397489003371447
9124,0.00016140899970196187,0.006324920002953149
9125,0.00027681000938173383,0.008147340005962178
9126,0.0002570200012996793,0.009128788995440118
9127,0.00027407999732531607,0.006049820003681816
9128,0.0002842499961843714,0.00929996999911964
9129,0.0002695400035008788,0.009369168998091482
9130,0.0002654900017660111,0.0060354999877745286
9131,0.00018468900816515088,0.006276970001636073
9132,0.00015082000754773617,0.005784869994386099
9133,0.0001650100020924583,0.007160159992054105
9134,0.00020205001055728644,0.0068759590067202225
9135,0.0002064099971903488,0.005599369003903121
9136,0.0002020599931711331,0.006606409995583817
9137,0.00024185000802390277,0.005797260004328564
9138,0.00016220900579355657,0.005641120005748235
9139,0.0002315299934707582,0.006101838996983133
9140,0.0001644200092414394,0.00639532899367623
9141,0.00027003999275621027,0.006433180009480566
9142,0.00018589000683277845,0.006593149999389425
9143,0.00014711999392602593,0.005994938997901045
9144,0.00025796999398153275,0.006070948991691694
9145,0.0001518200006103143,0.005911009997362271
9146,0.00015833000361453742,0.006374778997269459
9147,0.0002623489999677986,0.00577970000449568
9148,0.0002073600044241175,0.0061572900012834
9149,0.00015394999354612082,0.005803779000416398
9150,0.00018971000099554658,0.005906328995479271
9151,0.00016556998889427632,0.0062321500008692965
9152,0.00021921000734437257,0.0062486499955412
9153,0.00027766999846789986,0.005860419987584464
9154,0.00016299000708386302,0.006234239001059905
9155,0.00020109000615775585,0.006674060001387261
9156,0.00021647100220434368,0.005938850008533336
9157,0.00026868999702855945,0.0068473099963739514
9158,0.00017221999587491155,0.00645296998845879
9159,0.00016866000078152865,0.006129349989350885
9160,0.00021861000277567655,0.005850058994838037
9161,0.00020886000129394233,0.007206388996564783
9162,0.0002671100082807243,0.007527009001933038
9163,0.00017203000606969,0.006184808997204527
9164,0.00023633000091649592,0.006577819003723562
9165,0.00023617999977432191,0.006178510011523031
9166,0.00015057000564411283,0.007383858988760039
9167,0.00025458999152760953,0.0065191500034416094
9168,0.00014848000137135386,0.006347699003526941
9169,0.0001628600002732128,0.005932079991907813
9170,0.0002492400089977309,0.006399869991582818
9171,0.00015963999612722546,0.00593439899967052
9172,0.0001780599995981902,0.006058859013137408
9173,0.00015952000103425235,0.005656648994772695
9174,0.0001527900021756068,0.005692489998182282
9175,0.00015777999942656606,0.0055951999966055155
9176,0.00016506999963894486,0.0056796499993652105
9177,0.0001648010074859485,0.006160500008263625
9178,0.00019900999905075878,0.00543845999345649
9179,0.00018184000509791076,0.005494079989148304
9180,0.00017760999617166817,0.0054975700040813535
9181,0.00017941099940799177,0.005469798998092301
9182,0.00015421998978126794,0.005457979001221247
9183,0.0001602300035301596,0.005534570009331219
9184,0.0001782100007403642,0.005514329008292407
9185,0.00017981999553740025,0.00545768000301905
9186,0.0001736900012474507,0.0054349200072465464
9187,0.0001709200005279854,0.005477939994307235
9188,0.000166090001584962,0.005442219000542536
9189,0.0001598899980308488,0.005402459995821118
9190,0.00015699000505264848,0.005447190007544123
9191,0.00016665000293869525,0.005499630002304912
9192,0.00015186998643912375,0.005604348989436403
9193,0.00018550999811850488,0.005473190001794137
9194,0.00016529001004528254,0.005456889994093217
9195,0.00018330100283492357,0.00540435899165459
9196,0.00016609899466857314,0.00582257000496611
9197,0.00017455000488553196,0.006501619005575776
9198,0.00026725100178737193,0.008787238999502733
9199,0.00025485000514891,0.009069799998542294
9200,0.00019272000645287335,0.005851459005498327
9201,0.00028150100843049586,0.009522699998342432
9202,0.00028159000794403255,0.009536729994579218
9203,0.000285230009467341,0.00954408899997361
9204,0.00028402901079971343,0.009555019001709297
9205,0.0002838100044755265,0.00956442000460811
9206,0.0002845599956344813,0.009565778993419372
9207,0.00028699000540655106,0.009709898993605748
9208,0.00028281999402679503,0.009573389994329773
9209,0.00026495999190956354,0.00950115999148693
9210,0.00025998998899012804,0.005763068998930976
9211,0.00015325999993365258,0.005843999999342486
9212,0.0001705899921944365,0.00598924899531994
9213,0.00018289999570697546,0.006204689998412505
9214,0.00021212000865489244,0.006727990010404028
9215,0.00016735999088268727,0.00644738000119105
9216,0.00026294999406673014,0.005741489992942661
9217,0.0002602299937279895,0.009210568998241797
9218,0.00023612999939359725,0.006294010003330186
9219,0.0001518299977760762,0.0063887299911584705
9220,0.0001468800037400797,0.006469279993325472
9221,0.00014679098967462778,0.006458129006205127
9222,0.0001592799962963909,0.0065579990041442215
9223,0.00020790999406017363,0.006740969998645596
9224,0.0001608099992154166,0.007358609000220895
9225,0.0002597499988041818,0.005859839991899207
9226,0.00014723000640515238,0.006888940013595857
9227,0.00015060098667163402,0.005901989003177732
9228,0.00028728999313898385,0.006573470003786497
9229,0.00015318000805564225,0.0059541100054048
9230,0.0002772599982563406,0.005932299987762235
9231,0.0002941800048574805,0.0059975899930577725
9232,0.00017737000598572195,0.005544760002521798
9233,0.00017908000154420733,0.0055290290038101375
9234,0.0001541900128358975,0.009710900005302392
9235,0.00028958999610040337,0.009637189999921247
9236,0.00028745000599883497,0.007969909987878054
9237,0.0002887190057663247,0.009713410006952472
9238,0.0002868900046451017,0.009632868997869082
9239,0.00029128999449312687,0.00920097999915015
9240,0.00028500999906100333,0.009645319005358033
9241,0.0002874199999496341,0.007656450005015358
9242,0.00028500999906100333,0.009637600000132807
9243,0.0002880789979826659,0.009646020000218414
9244,0.00028302001010160893,0.009635188995162025
9245,0.0002865690039470792,0.009624760001315735
9246,0.0002828900032909587,0.009638749994337559
9247,0.0002856899955077097,0.009683830008725636
9248,0.00028233000193722546,0.009668158993008547
9249,0.0002844499977072701,0.009720658999867737
9250,0.00028478998865466565,0.006548279008711688
9251,0.00028596000629477203,0.009645429003285244
9252,0.0002851390017895028,0.009533699994790368
9253,0.00028678998933173716,0.009652149994508363
9254,0.00028634000045713037,0.009656068999902345
9255,0.000288050010567531,0.009650199004681781
9256,0.00028497999301180243,0.009678050002548844
9257,0.00028715000371448696,0.00969648000318557
9258,0.0002851499884855002,0.009684378994279541
9259,0.0002866700087906793,0.009653720000642352
9260,0.00028325000312179327,0.009800329004065134
9261,0.0002861300017684698,0.0057575699902372435
9262,0.00028809999639634043,0.00968540899339132
9263,0.0002896490041166544,0.007471069009625353
9264,0.00028426000790204853,0.005699039000319317
9265,0.00015090900706127286,0.006204399993293919
9266,0.00015254000027198344,0.0060982300055911765
9267,0.00016927999968174845,0.005774900011601858
9268,0.00015021000581327826,0.0060386400000425056
9269,0.0001543300022603944,0.005991080004605465
9270,0.00015013999654911458,0.0059348390059312806
9271,0.00015585000801365823,0.005933098989771679
9272,0.00014627999917138368,0.006041269996785559
9273,0.00014833999739494175,0.006467818995588459
9274,0.00014816000475548208,0.006040609994670376
9275,0.0002628199872560799,0.00769596999452915
9276,0.0001535099872853607,0.007338629991863854
9277,0.00015316001372411847,0.006815130007453263
9278,0.000251150006079115,0.006615959006012417
9279,0.00023070001043379307,0.0065029899997171015
9280,0.00014961099077481776,0.00673361899680458
9281,0.00028826898778788745,0.009687448997283354
9282,0.00028821999148931354,0.009736369000165723
9283,0.0002909099857788533,0.009834469004999846
9284,0.0002870600001187995,0.009731159996590577
9285,0.000289189993054606,0.009708778990898281
9286,0.0002864500129362568,0.00966974999755621
9287,0.00028918001044075936,0.009708209996460937
9288,0.00028619999648071826,0.009647799000958912
9289,0.00028796900005545467,0.009693308995338157
9290,0.00028809999639634043,0.009270908994949423
9291,0.0002896499936468899,0.009710459009511396
9292,0.00028698999085463583,0.009719829002278857
9293,0.00028982899675611407,0.009691950006526895
9294,0.00029010999423917383,0.009727679003844969
9295,0.00029190900386311114,0.009664488999987952
9296,0.00028548001137096435,0.009710309008369222
9297,0.0002876310027204454,0.009717599008581601
9298,0.0002898300008382648,0.009090188992558978
9299,0.0002920400002039969,0.009687278987257741
9300,0.0002900499966926873,0.009710029000416398
9301,0.00029182000434957445,0.009741119007230736
9302,0.0002892399934353307,0.00747017000685446
9303,0.0002908300084527582,0.009766589006176218
9304,0.000285530011751689,0.009752168989507481
9305,0.0002877200022339821,0.009704609008622356
9306,0.0002898899983847514,0.009717499997350387
9307,0.000291579999611713,0.009698509005829692
9308,0.00028797000413760543,0.009698028996353969
9309,0.0002900399995269254,0.009730728997965343
9310,0.00028870999813079834,0.009716008993564174
9311,0.0002907899906858802,0.009755909006344154
9312,0.00028764898888766766,0.009709110003313981
9313,0.00029085999995004386,0.00975678900431376
9314,0.0002863300032913685,0.00971468999341596
9315,0.00028789999487344176,0.0097129589994438
9316,0.0002839700027834624,0.008404520005569793
9317,0.0002869000018108636,0.009751110002980568
9318,0.0002909600007114932,0.009807648995774798
9319,0.00027130999660585076,0.008547108998754993
9320,0.00028788900817744434,0.009711638995213434
9321,0.00028928999381605536,0.009753619000548497
9322,0.00029016900225542486,0.005894140005693771
9323,0.0002898899983847514,0.009744209994096309
9324,0.0002920789993368089,0.009697968998807482
9325,0.00029412998992484063,0.009744490002049133
9326,0.00028576000477187335,0.009762549001607113
9327,0.000288630006252788,0.009709749007015489
9328,0.00028896999720018357,0.009715229010907933
9329,0.0002903600106947124,0.009740588997374289
9330,0.00028913999267388135,0.009465919007197954
9331,0.00029117999656591564,0.009755228995345533
9332,0.0002891390031436458,0.00951316999271512
9333,0.00027104098990093917,0.009631420005462132
9334,0.0002729900006670505,0.009567239001626149
9335,0.0002665499923750758,0.00827974900312256
9336,0.00018443999579176307,0.006986688997130841
9337,0.00027617000159807503,0.007001349003985524
9338,0.00015069999790284783,0.00603951899392996
9339,0.00016184899141080678,0.00891606901132036
9340,0.0002561899891588837,0.00910667899006512
9341,0.0002899000101024285,0.008245739998528734
9342,0.0002802399976644665,0.006222560012247413
9343,0.00028156999906059355,0.007338568990235217
9344,0.00015485999756492674,0.007385799995972775
9345,0.00028478998865466565,0.008382498999708332
9346,0.00025996999465860426,0.006710248999297619
9347,0.0002694600116228685,0.009870959998806939
9348,0.0002792390005197376,0.00639560999115929
9349,0.00026772999262902886,0.006397599005140364
9350,0.00015018999692983925,0.005699949004338123
9351,0.00015159999020397663,0.006192818997078575
9352,0.00028438000299502164,0.005623980003292672
9353,0.000152320004417561,0.0055605689994990826
9354,0.00014999999257270247,0.005902708988287486
9355,0.0002839899971149862,0.006070329996873625
9356,0.00016816999414004385,0.005611159998807125
9357,0.0002785900142043829,0.006665639011771418
9358,0.00025669999013189226,0.006291090001468547
9359,0.0002678400051081553,0.006915409991052002
9360,0.0002498099929653108,0.009023000005981885
9361,0.0002713699941523373,0.010381828993558884
9362,0.00027320999652147293,0.009380139003042132
9363,0.0002517100074328482,0.007614339992869645
9364,0.0002747899998212233,0.009332679997896776
9365,0.0002817189961206168,0.008694798991200514
9366,0.0002899699902627617,0.008812198997475207
9367,0.00028269000176806003,0.009201948996633291
9368,0.00027817999944090843,0.009199339008773677
9369,0.00015567999798804522,0.009105609002290294
9370,0.00026687000354286283,0.009364810000988655
9371,0.0002781390066957101,0.008716910000657663
9372,0.000251880002906546,0.008691798997460864
9373,0.00028290900809224695,0.009259409998776391
9374,0.0002815910120261833,0.00934118899749592
9375,0.000285360001726076,0.010257039000862278
